code,date,名称,最新价,close,涨跌幅,change_pct
000967,2026-04-28,盈峰环境,44.09,14.18,10.004989624023438,10.007757951900697
002283,2026-05-13,天润工业,12.52,12.52,10.017574310302734,7.931034482758625
002407,2026-05-20,多氟多,40.69,40.69,10.002703666687012,9.440559440559436
002560,2026-05-13,通达股份,12.9,12.9,9.974424362182617,-21.818181818181813
002709,2026-04-29,天赐材料,59.32,59.32,9.994437217712402,9.385948736861515
002975,2026-05-11,博杰股份,105.44,105.44,10.005216598510742,-15.27521092808357
603336,2026-04-28,昊华能源,10.88,12.63,10.010110855102539,10.017421602787469
603697,2026-05-15,XD有友食,11.34,11.34,9.990301132202148,8.000000000000007
605299,2026-04-29,XD舒华体,23.62,23.62,10.013973236083984,8.998615597600356
