date,stop_loss_price,code,score
2025-03-25,5.03,603001,0.3152552052490841
2025-03-26,5.03,603001,0.30783549448664665
2025-03-27,5.03,603001,0.28639369430514
2025-03-28,5.03,603001,0.2864223426344443
2025-03-31,5.03,603001,0.2914274243519615
2025-04-01,5.03,603001,0.33788795215059514
2025-04-02,5.03,603001,0.31412086253374116
2025-04-03,5.03,603001,0.3319419123425415
2025-04-07,5.03,603001,0.08301286389175419
2025-04-08,5.03,603001,0.06755507701149602
2025-04-09,5.03,603001,0.052465760888268355
2025-04-10,5.03,603001,0.1043901270901777
2025-04-11,5.03,603001,0.12587228010985882
2025-04-14,5.03,603001,0.2539362974109726
2025-04-15,5.03,603001,0.25728155054717083
2025-04-16,5.03,603001,0.23039552183672682
2025-04-17,5.03,603001,0.24971712234987054
2025-04-18,5.03,603001,0.24051173377428184
2025-04-21,5.03,603001,0.18789059662657495
2025-04-22,5.03,603001,0.1754570604229394
2025-04-23,5.03,603001,0.16469078363869863
2025-04-24,5.03,603001,0.13288483712051874
2025-04-25,5.03,603001,0.10136794610600265
2025-04-28,5.03,603001,0.03498984222500236
2025-07-17,7.34,603001,0.45321467504903445
2025-07-18,7.34,603001,0.37687008869878647
2025-07-21,7.34,603001,0.34170530370143887
2025-07-22,7.34,603001,0.25392093358375634
2025-07-23,7.34,603001,0.22786208390231336
2025-07-24,7.34,603001,0.21341626844413913
2025-07-25,7.34,603001,0.3093276160454361
2025-07-28,7.34,603001,0.28345567281201034
2025-07-29,7.34,603001,0.2029434266278844
2025-07-30,7.34,603001,0.24618730946173756
2025-07-31,7.34,603001,0.17356676551957664
2025-08-01,7.34,603001,0.26221246390589936
2025-08-04,7.34,603001,0.21103539369403396
2025-08-05,7.34,603001,0.281219698323803
2025-08-06,7.34,603001,0.046116229359014736
2025-08-07,7.34,603001,0.16535448680435474
2025-08-08,7.34,603001,0.10310624769616478
2025-08-11,7.34,603001,0.0725895340931192
2025-08-12,7.34,603001,0.10779838574442503
2025-08-13,7.34,603001,0.09359392053462183
2025-08-14,7.34,603001,0.06511970128320842
2025-08-15,7.34,603001,0.08841686119912665
2025-08-18,7.34,603001,0.08583831143560144
2025-08-19,7.34,603001,0.057514481876686036
2025-08-20,7.34,603001,0.0531402254056654
2025-08-21,7.34,603001,0.038997016266744025
2025-08-22,7.34,603001,0.03558579120549048
2025-08-25,7.34,603001,0.021637881174029493
2025-08-11,8.98,603001,0.397273089575175
2025-08-12,8.98,603001,0.37984092842816874
2025-08-13,8.98,603001,0.3725774840045687
2025-08-14,8.98,603001,0.2641993338851631
2025-08-15,8.98,603001,0.4212850199507379
2025-08-18,8.98,603001,0.4318172932245811
2025-08-19,8.98,603001,0.3167069508597074
2025-08-20,8.98,603001,0.29342216689336764
2025-08-21,8.98,603001,0.26636585377574373
2025-08-22,8.98,603001,0.24348562939939447
2025-08-25,8.98,603001,0.4085850246077848
2025-08-26,8.98,603001,0.40208219076630103
2025-08-27,8.98,603001,0.46552746621225244
2025-08-28,8.98,603001,0.34818020901559754
2025-08-29,8.98,603001,0.2390366400442056
2025-09-01,8.98,603001,0.08971864129863974
2025-09-02,8.98,603001,0.03778604928621775
2025-09-03,8.98,603001,0.0250286928723999
2025-09-04,8.98,603001,0.07632260215649271
2025-09-05,8.98,603001,0.39278937442805767
2025-09-08,8.98,603001,0.3139992752440047
2025-09-09,8.98,603001,0.363808393831165
2025-09-10,8.98,603001,0.21557828885103267
2025-09-11,8.98,603001,0.173379596238183
2025-09-12,8.98,603001,0.06412319629084016
2025-09-15,8.98,603001,0.0419195094076005
2025-09-16,8.98,603001,0.2218390069305117
2025-09-17,8.98,603001,0.03568779753293429
2025-11-05,8.18,603001,0.35661721203253166
2025-11-06,8.18,603001,0.39491286469111053
2025-11-07,8.18,603001,0.2769071274852789
2025-11-10,8.18,603001,0.3172756006326492
2025-11-11,8.18,603001,0.3100681781776859
2025-11-12,8.18,603001,0.4786662462324748
2025-11-13,8.18,603001,0.3280089680481332
2025-11-14,8.18,603001,0.4162735807859885
2025-11-17,8.18,603001,0.31725890265990814
2025-11-18,8.18,603001,0.24517828220081628
2025-11-19,8.18,603001,0.22349644285898937
2025-11-20,8.18,603001,0.31647693169879804
2025-11-21,8.18,603001,0.37082580269693366
2025-11-24,8.18,603001,0.2856999922805187
2025-11-25,8.18,603001,0.2966044352627472
2025-11-26,8.18,603001,0.309936927585481
2025-11-27,8.18,603001,0.32648278228749317
2025-11-28,8.18,603001,0.5080691579948294
2025-12-01,8.18,603001,0.46545662982786623
2025-12-02,8.18,603001,0.45307298494863785
2025-12-03,8.18,603001,0.3718211241452762
2025-12-04,8.18,603001,0.42523824995210147
2025-12-05,8.18,603001,0.3943876382318077
2025-12-08,8.18,603001,0.35480944289670396
2025-12-09,8.18,603001,0.2074715051612399
2025-12-10,8.18,603001,0.1981133903503845
2025-12-11,8.18,603001,0.23799816961944095
2025-12-12,8.18,603001,0.046820700281704465
2025-01-02,6.19,603002,0.006186854970770472
2025-01-03,6.19,603002,0.005469998394734931
2025-01-06,6.19,603002,0.005194498203407407
2025-01-07,6.19,603002,0.005820363333712039
2025-01-08,6.19,603002,0.00551719282541038
2025-01-09,6.19,603002,0.010094495342859779
2025-01-10,6.19,603002,0.03189136770294532
2025-01-13,6.19,603002,0.043016858034376375
2025-01-14,6.19,603002,0.16521053613929973
2025-01-15,6.19,603002,0.022605813058158515
2025-01-14,5.07,603002,0.6468090942544806
2025-01-15,5.07,603002,0.570474786771665
2025-01-16,5.07,603002,0.6006727772323825
2025-01-17,5.07,603002,0.5842997912550592
2025-01-20,5.07,603002,0.5880458955883043
2025-01-21,5.07,603002,0.5603451976058773
2025-01-22,5.07,603002,0.5219580629373086
2025-01-23,5.07,603002,0.49633212326655846
2025-01-24,5.07,603002,0.43260940323398256
2025-01-27,5.07,603002,0.5004523282342349
2025-02-05,5.07,603002,0.43582679840424626
2025-02-06,5.07,603002,0.4708386614357448
2025-02-07,5.07,603002,0.532991773800898
2025-02-10,5.07,603002,0.5528235504916513
2025-02-11,5.07,603002,0.5126673093541677
2025-02-12,5.07,603002,0.474475812788115
2025-02-13,5.07,603002,0.4513775251462327
2025-02-14,5.07,603002,0.33144422079017305
2025-02-17,5.07,603002,0.32736061946037753
2025-02-18,5.07,603002,0.341211243181139
2025-02-19,5.07,603002,0.4099027581265555
2025-02-20,5.07,603002,0.3915898940746658
2025-02-21,5.07,603002,0.5188948037242287
2025-02-24,5.07,603002,0.39729079512224025
2025-02-25,5.07,603002,0.28005271466023524
2025-03-03,6.28,603002,0.15098200419913346
2025-03-04,6.28,603002,0.20094669792224995
2025-03-05,6.28,603002,0.2206997173460563
2025-03-06,6.28,603002,0.41973953446977347
2025-03-07,6.28,603002,0.13389177206214234
2025-03-10,6.28,603002,0.4863626871721221
2025-03-11,6.28,603002,0.5658767231207614
2025-03-12,6.28,603002,0.4901920165622192
2025-03-13,6.28,603002,0.4746041205900988
2025-03-14,6.28,603002,0.5049466372651294
2025-03-17,6.28,603002,0.48346692568764976
2025-03-18,6.28,603002,0.5082220117421804
2025-03-19,6.28,603002,0.47806380568191004
2025-03-20,6.28,603002,0.43278291413113656
2025-03-21,6.28,603002,0.3604408247856057
2025-03-24,6.28,603002,0.1278364448399557
2025-03-25,6.28,603002,0.29415522847264247
2025-03-26,6.28,603002,0.2485574034184369
2025-03-27,6.28,603002,0.31493858673133557
2025-03-28,6.28,603002,0.09416546885832483
2025-03-31,6.28,603002,0.03831779451570291
2025-04-01,6.28,603002,0.03054103300495963
2025-04-02,6.28,603002,0.015891550800507824
2025-04-03,6.28,603002,0.008843067346475829
2025-04-07,6.28,603002,0.005465657586058233
2025-04-08,6.28,603002,0.005869098354115364
2025-04-09,6.28,603002,0.0062071104284591025
2025-04-10,6.28,603002,0.004346787644210699
2025-04-22,5.12,603002,0.35133641484164346
2025-04-23,5.12,603002,0.3960656072634752
2025-04-24,5.12,603002,0.4117779024433216
2025-04-25,5.12,603002,0.36677553517863554
2025-04-28,5.12,603002,0.2996890685301955
2025-04-29,5.12,603002,0.2726860382196781
2025-04-30,5.12,603002,0.2885470982076044
2025-05-06,5.12,603002,0.2984493683142375
2025-05-07,5.12,603002,0.306935808354412
2025-05-08,5.12,603002,0.30087265719274703
2025-05-09,5.12,603002,0.24588797303847543
2025-05-12,5.12,603002,0.2216126362952576
2025-05-13,5.12,603002,0.20924230210420244
2025-05-14,5.12,603002,0.2221353038033926
2025-05-15,5.12,603002,0.1898548549749103
2025-05-16,5.12,603002,0.18702781092539045
2025-05-19,5.12,603002,0.18933349663644017
2025-05-20,5.12,603002,0.17536696300166832
2025-05-21,5.12,603002,0.1654707421481375
2025-05-22,5.12,603002,0.1671861301949015
2025-05-23,5.12,603002,0.15445399607626562
2025-05-26,5.12,603002,0.15309362074850677
2025-05-27,5.12,603002,0.12343520761605462
2025-05-28,5.12,603002,0.10587199566285084
2025-05-29,5.12,603002,0.15818717789236064
2025-05-30,5.12,603002,0.12856977254772184
2025-06-03,5.12,603002,0.08968329834900067
2025-06-04,5.12,603002,0.03308014889087922
2025-07-11,6.84,603002,0.5152809181225213
2025-07-14,6.84,603002,0.14491335157138266
2025-07-15,6.84,603002,0.12824399417832635
2025-07-16,6.84,603002,0.0794120830651912
2025-07-17,6.84,603002,0.3286080424986988
2025-07-18,6.84,603002,0.12158789606054381
2025-07-21,6.84,603002,0.12766296575774588
2025-07-22,6.84,603002,0.07198073747285325
2025-07-23,6.84,603002,0.040295345214687264
2025-07-24,6.84,603002,0.04711913145376234
2025-07-25,6.84,603002,0.04453267494834221
2025-07-28,6.84,603002,0.36310740026527705
2025-07-29,6.84,603002,0.33617484059688446
2025-07-30,6.84,603002,0.3061522698135238
2025-07-31,6.84,603002,0.29807434964675994
2025-08-01,6.84,603002,0.251897729444308
2025-08-04,6.84,603002,0.2010255872129376
2025-08-05,6.84,603002,0.0931490180798657
2025-08-06,6.84,603002,0.1983750435438221
2025-08-07,6.84,603002,0.42468816275363586
2025-08-08,6.84,603002,0.28794901802300393
2025-08-11,6.84,603002,0.27732674714184824
2025-08-12,6.84,603002,0.28407758095557295
2025-08-13,6.84,603002,0.2848941576345796
2025-08-14,6.84,603002,0.2644779498428583
2025-02-24,20.99,603004,0.48390981192122323
2025-02-25,20.99,603004,0.5175686646575878
2025-02-26,20.99,603004,0.48269539256869315
2025-02-27,20.99,603004,0.48056000058616105
2025-02-28,20.99,603004,0.4809276212511685
2025-03-03,20.99,603004,0.30989298378181623
2025-03-04,20.99,603004,0.4313267136462142
2025-03-05,20.99,603004,0.3736890398968726
2025-03-06,20.99,603004,0.36209358170076295
2025-03-07,20.99,603004,0.32575937302169766
2025-03-10,20.99,603004,0.26227803807790995
2025-03-11,20.99,603004,0.25938335876016894
2025-03-12,20.99,603004,0.2682174078899165
2025-03-13,20.99,603004,0.3561879554969609
2025-03-14,20.99,603004,0.27377142076283206
2025-03-17,20.99,603004,0.24254989322935336
2025-03-18,20.99,603004,0.301019801295453
2025-03-19,20.99,603004,0.2660324085703997
2025-03-20,20.99,603004,0.24566775797511356
2025-03-21,20.99,603004,0.251249844954495
2025-03-24,20.99,603004,0.2492148765005824
2025-03-25,20.99,603004,0.20093139882772768
2025-03-26,20.99,603004,0.17468735148433223
2025-03-27,20.99,603004,0.16885962675919083
2025-03-28,20.99,603004,0.17734775228167393
2025-03-31,20.99,603004,0.1283297982374231
2025-04-01,20.99,603004,0.10107707303265197
2025-04-02,20.99,603004,0.036784241210958885
2025-05-28,20.22,603004,0.6080171315229658
2025-05-29,20.22,603004,0.4844532466225281
2025-05-30,20.22,603004,0.5412460211100967
2025-06-03,20.22,603004,0.42366629782424214
2025-06-04,20.22,603004,0.43229430010391035
2025-06-05,20.22,603004,0.38236741936495094
2025-06-06,20.22,603004,0.3602068298644574
2025-06-09,20.22,603004,0.22426984995030855
2025-06-10,20.22,603004,0.3603929576147478
