code,name,buy_date,buy_price,sell_date,sell_price,shares,gross_pnl,return_pct,is_profit,target_price,target_hit,target_high_return_pct,next_open_return_pct,next_low_return_pct,limit_date,wash_date
002029,,2026-04-29,11.23,2026-04-30,11.12,1,-0.11000000000000121,-0.9795191451469343,False,11.5669,False,2.9385574354407806,0.8904719501335645,-1.2466607301869992,2026-04-27,2026-04-28
002154,,2026-04-29,4.11,2026-04-30,4.16,1,0.04999999999999982,1.2165450121654375,True,4.233300000000001,True,5.8394160583941535,2.9197080291970767,0.48661800486617945,2026-04-27,2026-04-28
600400,,2026-04-29,2.51,2026-04-30,2.7599999999999993,1,0.24999999999999956,9.960159362549792,True,2.5852999999999997,True,9.960159362549792,-0.3984063745019806,-0.7968127490039723,2026-04-27,2026-04-28
600815,,2026-04-29,4.43,2026-04-30,4.41,1,-0.019999999999999574,-0.4514672686230181,False,4.5629,False,1.3544018058690765,1.1286681715575675,-2.934537246049662,2026-04-27,2026-04-28
600830,,2026-04-29,10.14,2026-04-30,9.9,1,-0.2400000000000002,-2.3668639053254448,False,10.4442,False,2.071005917159763,-0.39447731755425375,-2.3668639053254448,2026-04-27,2026-04-28
603125,,2026-04-29,22.66,2026-04-30,22.07,1,-0.5899999999999999,-2.6037069726390083,False,23.3398,False,2.824360105913515,-1.3239187996469615,-2.6037069726390083,2026-04-27,2026-04-28
002715,,2026-04-30,17.5,2026-05-06,17.58,1,0.0799999999999983,0.45714285714284486,True,18.025000000000002,False,1.1428571428571344,-1.4857142857142902,-1.9428571428571462,2026-04-28,2026-04-29
603283,,2026-04-30,53.83,2026-05-06,54.85,1,1.0200000000000031,1.8948541705368749,True,55.4449,True,6.446219580159762,4.922905443061487,1.7276611554895016,2026-04-28,2026-04-29
000551,,2026-05-06,16.42,2026-05-07,16.62,1,0.1999999999999993,1.2180267965895109,True,16.9126,False,1.8879415347137662,0.06090133982945556,-0.730816077953722,2026-04-29,2026-04-30
001203,,2026-05-06,53.3,2026-05-07,50.09,1,-3.2099999999999937,-6.022514071294549,False,54.899,False,-1.1069418386491447,-1.1069418386491447,-9.943714821763594,2026-04-29,2026-04-30
001336,,2026-05-06,29.67,2026-05-07,29.57,1,-0.10000000000000142,-0.3370407819346166,False,30.560100000000002,False,1.7526120660599886,-0.7751937984496138,-0.7751937984496138,2026-04-29,2026-04-30
002079,,2026-05-06,11.94,2026-05-07,12.11,1,0.16999999999999993,1.4237855946398703,True,12.2982,True,3.7688442211055273,-0.335008375209378,-0.670016750418756,2026-04-29,2026-04-30
002111,,2026-05-06,11.44,2026-05-07,11.31,1,-0.129999999999999,-1.1363636363636243,False,11.783199999999999,False,1.2237762237762295,-0.7867132867132809,-2.2727272727272707,2026-04-29,2026-04-30
002174,,2026-05-06,10.48,2026-05-07,10.670000000000002,1,0.19000000000000128,1.8129770992366456,True,10.794400000000001,False,2.099236641221358,-0.1908396946564861,-0.7633587786259555,2026-04-29,2026-04-30
002520,,2026-05-06,5.99,2026-05-07,6.14,1,0.14999999999999947,2.5041736227044975,True,6.169700000000001,True,5.843071786310516,0.0,0.0,2026-04-29,2026-04-30
002756,,2026-05-06,88.39,2026-05-07,82.94,1,-5.450000000000003,-6.165855866048197,False,91.0417,False,0.30546441905192623,-0.4412263830750107,-8.632198212467468,2026-04-29,2026-04-30
