min_score,topk,sell_n,trailing_stop,take_profit,cooldown_after_stop,initial_cash,final_value,total_return,annual_return,sharpe_ratio,max_drawdown,num_trades,win_rate,num_sells,sell_avg_return,sell_median_return
0.7,2,5,0.04,0.08,5,10000000.0,7845377.754410423,-0.2154622245589577,-0.2265812883231647,-0.6703778587115369,-0.2650707573235138,132,0.36363636363636365,66,-0.0060053833590987885,-0.021463278149740528
0.65,2,3,0.04,0.0,5,10000000.0,4524982.871230978,-0.5475017128769022,-0.5681239580623028,-0.6901709616773891,-0.6739827084054395,552,0.3418181818181818,275,-0.004392327764297949,-0.02778343477560208
0.58,2,5,0.04,0.08,5,10000000.0,4689865.624935146,-0.5310134375064853,-0.5514437694817385,-0.7029174861886903,-0.6379993551457399,598,0.40939597315436244,298,-0.0034594418312804418,-0.020620995750882387
0.6,2,5,0.04,0.08,5,10000000.0,4689865.624935146,-0.5310134375064853,-0.5514437694817385,-0.7029174861886903,-0.6379993551457399,598,0.40939597315436244,298,-0.0034594418312804418,-0.020620995750882387
0.62,2,5,0.04,0.08,5,10000000.0,4689865.624935146,-0.5310134375064853,-0.5514437694817385,-0.7029174861886903,-0.6379993551457399,598,0.40939597315436244,298,-0.0034594418312804418,-0.020620995750882387
0.62,3,3,0.04,0.08,5,10000000.0,5291426.436590049,-0.470857356340995,-0.49030269526283554,-0.7077040659215975,-0.5980501604005853,937,0.42398286937901497,467,-0.002767384042145414,-0.014987124188930556
0.7,2,3,0.03,0.08,5,10000000.0,7811147.176763286,-0.21888528232367144,-0.23015387533337017,-0.7128549589205887,-0.2766628830106318,138,0.37681159420289856,69,-0.006052135642695717,-0.01804021896574437
0.58,3,3,0.04,0.08,5,10000000.0,5225451.425455255,-0.47745485745447447,-0.49702909560352737,-0.7289367191429524,-0.5980501604005853,939,0.4230769230769231,468,-0.002842510681612855,-0.015514952468796805
0.6,3,3,0.04,0.08,5,10000000.0,5225451.425455255,-0.47745485745447447,-0.49702909560352737,-0.7289367191429524,-0.5980501604005853,939,0.4230769230769231,468,-0.002842510681612855,-0.015514952468796805
0.65,3,5,0.03,0.08,5,10000000.0,5339820.637482364,-0.4660179362517636,-0.4853655835520093,-0.7420788596098478,-0.6162846643248768,981,0.4110429447852761,489,-0.00263763377759318,-0.014974307845693646
0.58,2,3,0.04,0.08,5,10000000.0,4457966.647004211,-0.5542033352995789,-0.5748934427181005,-0.764968024840867,-0.6234233649305588,630,0.4171974522292994,314,-0.0036255151111451254,-0.018551979080374648
0.6,2,3,0.04,0.08,5,10000000.0,4457966.647004211,-0.5542033352995789,-0.5748934427181005,-0.764968024840867,-0.6234233649305588,630,0.4171974522292994,314,-0.0036255151111451254,-0.018551979080374648
0.62,2,3,0.04,0.08,5,10000000.0,4457966.647004211,-0.5542033352995789,-0.5748934427181005,-0.764968024840867,-0.6234233649305588,630,0.4171974522292994,314,-0.0036255151111451254,-0.018551979080374648
0.58,1,2,0.04,0.08,5,10000000.0,3173802.9277400873,-0.6826197072259912,-0.703338539596829,-0.7826364261165455,-0.7145940756688879,353,0.4090909090909091,176,-0.004557458837963203,-0.014736163332600305
0.6,1,2,0.04,0.08,5,10000000.0,3173802.9277400873,-0.6826197072259912,-0.703338539596829,-0.7826364261165455,-0.7145940756688879,353,0.4090909090909091,176,-0.004557458837963203,-0.014736163332600305
0.62,1,2,0.04,0.08,5,10000000.0,3173802.9277400873,-0.6826197072259912,-0.703338539596829,-0.7826364261165455,-0.7145940756688879,353,0.4090909090909091,176,-0.004557458837963203,-0.014736163332600305
0.68,1,5,0.04,0.08,5,10000000.0,3623679.617825923,-0.6376320382174077,-0.6586362285020062,-0.8005290615773856,-0.6621132103276415,265,0.4166666666666667,132,-0.005541993300658443,-0.02088420728153695
0.68,1,2,0.03,0.08,5,10000000.0,3445814.2859528223,-0.6554185714047178,-0.6763513932885588,-0.8047197920593341,-0.6659966046092167,323,0.4161490683229814,161,-0.004741039776421386,-0.019196281125663184
0.7,1,3,0.04,0.0,5,10000000.0,5639979.546009449,-0.43600204539905507,-0.4546858144349526,-0.8089862802532579,-0.4915432376932065,88,0.3181818181818182,44,-0.009779778976132643,-0.02993842500047944
0.65,1,2,0.04,0.08,5,10000000.0,3057639.5747710695,-0.6942360425228931,-0.7148227372729209,-0.8215901309640574,-0.7145940756688879,353,0.4090909090909091,176,-0.0047650828193101565,-0.01598384701040395
0.65,2,5,0.04,0.08,5,10000000.0,4386746.92504125,-0.5613253074958751,-0.5820809732466699,-0.8306798859055214,-0.6379993551457399,586,0.4041095890410959,292,-0.004072992497282401,-0.021383491900294205
0.62,3,5,0.04,0.0,5,10000000.0,4841988.096970027,-0.5158011903029973,-0.5360238029986766,-0.850308205284484,-0.6648511150703499,757,0.3660477453580902,377,-0.004573047513528021,-0.02505250206826326
0.58,1,2,0.04,0.0,5,10000000.0,2899471.942200298,-0.7100528057799702,-0.7304181737191007,-0.8608921120902948,-0.7149069118493425,319,0.389937106918239,159,-0.005421861988694083,-0.016830364891444738
0.6,1,2,0.04,0.0,5,10000000.0,2899471.942200298,-0.7100528057799702,-0.7304181737191007,-0.8608921120902948,-0.7149069118493425,319,0.389937106918239,159,-0.005421861988694083,-0.016830364891444738
0.62,1,2,0.04,0.0,5,10000000.0,2899471.942200298,-0.7100528057799702,-0.7304181737191007,-0.8608921120902948,-0.7149069118493425,319,0.389937106918239,159,-0.005421861988694083,-0.016830364891444738
0.65,3,5,0.04,0.0,5,10000000.0,4834949.0289142225,-0.5165050971085777,-0.536737957459035,-0.8639865349516797,-0.6583334765168044,741,0.36314363143631434,369,-0.0047306934853665675,-0.025458834763315563
0.58,3,5,0.04,0.0,5,10000000.0,4778502.507439727,-0.5221497492560273,-0.5424625671945484,-0.8718006717318483,-0.6648511150703499,759,0.36507936507936506,378,-0.004661284560616327,-0.025224112505896068
0.6,3,5,0.04,0.0,5,10000000.0,4778502.507439727,-0.5221497492560273,-0.5424625671945484,-0.8718006717318483,-0.6648511150703499,759,0.36507936507936506,378,-0.004661284560616327,-0.025224112505896068
0.58,2,3,0.03,0.08,5,10000000.0,4149577.766856281,-0.585042223314372,-0.6059661339835792,-0.8902197553390091,-0.7023612437823246,704,0.4017094017094017,351,-0.0036580853655906963,-0.016830364891444738
0.6,2,3,0.03,0.08,5,10000000.0,4149577.766856281,-0.585042223314372,-0.6059661339835792,-0.8902197553390091,-0.7023612437823246,704,0.4017094017094017,351,-0.0036580853655906963,-0.016830364891444738
0.62,2,3,0.03,0.08,5,10000000.0,4149577.766856281,-0.585042223314372,-0.6059661339835792,-0.8902197553390091,-0.7023612437823246,704,0.4017094017094017,351,-0.0036580853655906963,-0.016830364891444738
0.65,2,3,0.04,0.08,5,10000000.0,4169836.205264967,-0.5830163794735033,-0.6039289912873531,-0.8931620664003154,-0.6234233649305588,618,0.41233766233766234,308,-0.004210428209040451,-0.01955704444637102
0.65,1,2,0.04,0.0,5,10000000.0,2793349.290506418,-0.7206650709493583,-0.7408540792751654,-0.8994328698015024,-0.7253415134241333,319,0.389937106918239,159,-0.005651684760499517,-0.019196281125663184
0.58,1,5,0.03,0.0,5,10000000.0,2836946.1017057393,-0.716305389829426,-0.7365696223091005,-0.9014066376760218,-0.7500511558586689,307,0.35294117647058826,153,-0.005404008095026194,-0.020715630885122294
0.6,1,5,0.03,0.0,5,10000000.0,2836946.1017057393,-0.716305389829426,-0.7365696223091005,-0.9014066376760218,-0.7500511558586689,307,0.35294117647058826,153,-0.005404008095026194,-0.020715630885122294
0.62,1,5,0.03,0.0,5,10000000.0,2836946.1017057393,-0.716305389829426,-0.7365696223091005,-0.9014066376760218,-0.7500511558586689,307,0.35294117647058826,153,-0.005404008095026194,-0.020715630885122294
0.65,3,3,0.04,0.08,5,10000000.0,4834448.166396175,-0.5165551833603825,-0.5367887705496235,-0.9109636229120809,-0.6056545380494832,917,0.41575492341356673,457,-0.003448476277142313,-0.016830364891444738
0.58,1,3,0.04,0.0,5,10000000.0,2693710.394778891,-0.7306289605221109,-0.7506311906260067,-0.9492339524693221,-0.7306289605221109,275,0.3357664233576642,137,-0.006532319391748761,-0.029056620986713022
0.6,1,3,0.04,0.0,5,10000000.0,2693710.394778891,-0.7306289605221109,-0.7506311906260067,-0.9492339524693221,-0.7306289605221109,275,0.3357664233576642,137,-0.006532319391748761,-0.029056620986713022
0.62,1,3,0.04,0.0,5,10000000.0,2693710.394778891,-0.7306289605221109,-0.7506311906260067,-0.9492339524693221,-0.7306289605221109,275,0.3357664233576642,137,-0.006532319391748761,-0.029056620986713022
0.58,2,5,0.03,0.08,5,10000000.0,4009239.920038719,-0.5990760079961281,-0.6200619804855447,-0.9581359240890494,-0.6996168916586007,692,0.39420289855072466,345,-0.0038545405544331635,-0.019246608002080667
0.6,2,5,0.03,0.08,5,10000000.0,4009239.920038719,-0.5990760079961281,-0.6200619804855447,-0.9581359240890494,-0.6996168916586007,692,0.39420289855072466,345,-0.0038545405544331635,-0.019246608002080667
0.62,2,5,0.03,0.08,5,10000000.0,4009239.920038719,-0.5990760079961281,-0.6200619804855447,-0.9581359240890494,-0.6996168916586007,692,0.39420289855072466,345,-0.0038545405544331635,-0.019246608002080667
0.62,3,5,0.04,0.08,5,10000000.0,4653854.829795767,-0.5346145170204233,-0.5550897509852766,-0.964941789053541,-0.6423362388977225,889,0.4018058690744921,443,-0.0038226907241985897,-0.02052636061664248
0.65,1,5,0.03,0.0,5,10000000.0,2669922.9598233495,-0.733007704017665,-0.7529622283411341,-0.9652216246990113,-0.7558299210625407,305,0.34868421052631576,152,-0.005835671225457038,-0.025157728395840018
0.58,3,5,0.04,0.08,5,10000000.0,4595829.242953563,-0.5404170757046437,-0.560961166083485,-0.9870625074032862,-0.6423362388977225,891,0.4009009009009009,444,-0.0038995014462452314,-0.020620995750882387
0.6,3,5,0.04,0.08,5,10000000.0,4595829.242953563,-0.5404170757046437,-0.560961166083485,-0.9870625074032862,-0.6423362388977225,891,0.4009009009009009,444,-0.0038995014462452314,-0.020620995750882387
0.65,1,3,0.04,0.0,5,10000000.0,2595118.7561330036,-0.7404881243866996,-0.7602846208262444,-0.9878454092630372,-0.7404881243866996,275,0.3357664233576642,137,-0.00679904801012149,-0.029105387299280694
0.68,1,3,0.03,0.0,5,10000000.0,2861199.913560488,-0.7138800086439512,-0.7341844088279974,-1.0877375275146992,-0.7317104708133624,275,0.3795620437956204,137,-0.0066089309762239765,-0.021052783677951603
0.68,1,3,0.03,0.08,5,10000000.0,2746632.013074258,-0.7253367986925743,-0.7454408330818236,-1.0906920956753445,-0.7253367986925743,311,0.4129032258064516,155,-0.006425121564296029,-0.020198288383580287
0.68,1,5,0.03,0.08,5,10000000.0,2776709.562700225,-0.7223290437299774,-0.7424883074530779,-1.09290136101568,-0.7223290437299774,305,0.40789473684210525,152,-0.006478901324928227,-0.02025132238774119
0.65,2,3,0.03,0.08,5,10000000.0,3685422.6009187447,-0.6314577399081256,-0.65247460352855,-1.1002689667355978,-0.7140550843291691,688,0.3935860058309038,343,-0.0045074491948123106,-0.018239927092317365
0.65,3,5,0.04,0.08,5,10000000.0,4350216.134288151,-0.5649783865711849,-0.5857650236012901,-1.1250197755654772,-0.6409922827665913,869,0.3972286374133949,433,-0.004385376382183175,-0.020715630885122294
0.7,1,5,0.03,0.0,5,10000000.0,4875430.10474633,-0.512456989525367,-0.532630083586627,-1.1398531235657376,-0.512456989525367,84,0.2619047619047619,42,-0.012782543138745137,-0.03773768716356557
0.7,1,3,0.04,0.08,5,10000000.0,5028817.2763729375,-0.4971182723627062,-0.5170468270671829,-1.1493178083553504,-0.5211617973743801,96,0.3541666666666667,48,-0.012068369174190003,-0.02688526116448703
0.65,2,5,0.03,0.08,5,10000000.0,3560782.384134096,-0.6439217615865904,-0.6649066939316429,-1.1725343742664267,-0.7147821427457861,676,0.3857566765578635,337,-0.004723690212990295,-0.020198288383580287
0.58,1,3,0.04,0.08,5,10000000.0,2277494.9404793363,-0.7722505059520663,-0.7912335056346647,-1.1955343586343878,-0.7722505059520663,323,0.38509316770186336,161,-0.007093176412722883,-0.023700412116765546
0.6,1,3,0.04,0.08,5,10000000.0,2277494.9404793363,-0.7722505059520663,-0.7912335056346647,-1.1955343586343878,-0.7722505059520663,323,0.38509316770186336,161,-0.007093176412722883,-0.023700412116765546
0.62,1,3,0.04,0.08,5,10000000.0,2277494.9404793363,-0.7722505059520663,-0.7912335056346647,-1.1955343586343878,-0.7722505059520663,323,0.38509316770186336,161,-0.007093176412722883,-0.023700412116765546
0.58,1,2,0.03,0.08,5,10000000.0,2211659.883945567,-0.7788340116054433,-0.7976177776241022,-1.2004599770614321,-0.7812921120333752,377,0.39893617021276595,188,-0.00617044350076455,-0.01753514599188105
0.6,1,2,0.03,0.08,5,10000000.0,2211659.883945567,-0.7788340116054433,-0.7976177776241022,-1.2004599770614321,-0.7812921120333752,377,0.39893617021276595,188,-0.00617044350076455,-0.01753514599188105
0.62,1,2,0.03,0.08,5,10000000.0,2211659.883945567,-0.7788340116054433,-0.7976177776241022,-1.2004599770614321,-0.7812921120333752,377,0.39893617021276595,188,-0.00617044350076455,-0.01753514599188105
0.58,1,2,0.03,0.0,5,10000000.0,2203044.0971111464,-0.7796955902888854,-0.7984524628475804,-1.217549849103819,-0.7796955902888854,343,0.391812865497076,171,-0.006722478272849567,-0.015137329129363164
0.6,1,2,0.03,0.0,5,10000000.0,2203044.0971111464,-0.7796955902888854,-0.7984524628475804,-1.217549849103819,-0.7796955902888854,343,0.391812865497076,171,-0.006722478272849567,-0.015137329129363164
0.62,1,2,0.03,0.0,5,10000000.0,2203044.0971111464,-0.7796955902888854,-0.7984524628475804,-1.217549849103819,-0.7796955902888854,343,0.391812865497076,171,-0.006722478272849567,-0.015137329129363164
0.65,1,3,0.04,0.08,5,10000000.0,2194137.0714876307,-0.7805862928512369,-0.7993151610211712,-1.2349365733999749,-0.7805862928512369,323,0.38509316770186336,161,-0.007320144243263654,-0.023925598532486547
0.58,1,5,0.04,0.08,5,10000000.0,2173080.6059406907,-0.782691939405931,-0.8013537839128605,-1.2579712438933706,-0.7855928493760793,305,0.375,152,-0.007836566394765548,-0.02503042898661112
0.6,1,5,0.04,0.08,5,10000000.0,2173080.6059406907,-0.782691939405931,-0.8013537839128605,-1.2579712438933706,-0.7855928493760793,305,0.375,152,-0.007836566394765548,-0.02503042898661112
0.62,1,5,0.04,0.08,5,10000000.0,2173080.6059406907,-0.782691939405931,-0.8013537839128605,-1.2579712438933706,-0.7855928493760793,305,0.375,152,-0.007836566394765548,-0.02503042898661112
0.7,1,5,0.04,0.08,5,10000000.0,4874553.183345718,-0.5125446816654282,-0.5327190917366558,-1.262822124717125,-0.5125446816654282,88,0.3181818181818182,44,-0.01406310378535622,-0.02688526116448703
0.65,1,2,0.03,0.08,5,10000000.0,2081450.014124733,-0.7918549985875267,-0.8102115113778771,-1.2645120230674183,-0.7918549985875267,375,0.39572192513368987,187,-0.006525412651733676,-0.019196281125663184
0.65,1,2,0.03,0.0,5,10000000.0,2073341.4754844212,-0.7926658524515579,-0.810994256251312,-1.282066603281118,-0.7926658524515579,341,0.38823529411764707,170,-0.007116191602280812,-0.01801332300855396
0.65,1,5,0.04,0.08,5,10000000.0,2093544.3728457913,-0.7906455627154209,-0.8090436685714608,-1.2974696886850356,-0.7906455627154209,305,0.375,152,-0.00807697311000939,-0.02585429859314886
0.7,1,3,0.03,0.0,5,10000000.0,4417362.853236546,-0.5582637146763454,-0.5789920328952067,-1.3369519789909723,-0.5751126103577524,92,0.30434782608695654,46,-0.01500612791615245,-0.03141490331017971
0.7,1,2,0.03,0.08,5,10000000.0,4466123.980590723,-0.5533876019409276,-0.5740697672058499,-1.4937131593787512,-0.5712874610545168,102,0.37254901960784315,51,-0.013837802591146755,-0.024665135029693364
0.7,1,3,0.03,0.08,5,10000000.0,4320056.372713119,-0.5679943627286881,-0.5888051991366889,-1.5303397269160484,-0.5789245786932796,98,0.3469387755102041,49,-0.01507316649159996,-0.029105387299280694
0.58,1,3,0.03,0.0,5,10000000.0,1642310.7050628802,-0.835768929493712,-0.8523254565349567,-1.5318272699510187,-0.835768929493712,321,0.35,160,-0.008909849477633059,-0.0221788834269665
0.6,1,3,0.03,0.0,5,10000000.0,1642310.7050628802,-0.835768929493712,-0.8523254565349567,-1.5318272699510187,-0.835768929493712,321,0.35,160,-0.008909849477633059,-0.0221788834269665
0.62,1,3,0.03,0.0,5,10000000.0,1642310.7050628802,-0.835768929493712,-0.8523254565349567,-1.5318272699510187,-0.835768929493712,321,0.35,160,-0.008909849477633059,-0.0221788834269665
0.58,1,5,0.03,0.08,5,10000000.0,1670957.7371620105,-0.8329042262837989,-0.8495966353787399,-1.5670721179658416,-0.8332881196999902,351,0.38285714285714284,175,-0.008283634303624568,-0.02030435639190209
0.6,1,5,0.03,0.08,5,10000000.0,1670957.7371620105,-0.8329042262837989,-0.8495966353787399,-1.5670721179658416,-0.8332881196999902,351,0.38285714285714284,175,-0.008283634303624568,-0.02030435639190209
0.62,1,5,0.03,0.08,5,10000000.0,1670957.7371620105,-0.8329042262837989,-0.8495966353787399,-1.5670721179658416,-0.8332881196999902,351,0.38285714285714284,175,-0.008283634303624568,-0.02030435639190209
0.7,1,2,0.04,0.08,5,10000000.0,4250960.226446136,-0.5749039773553863,-0.5957655355057369,-1.5816711863775843,-0.6013654736868574,98,0.32653061224489793,49,-0.015397923925249891,-0.022164276401564376
0.65,1,3,0.03,0.0,5,10000000.0,1545620.8547545655,-0.8454379145245434,-0.8615148698182773,-1.5956220414477704,-0.8454379145245434,319,0.34591194968553457,159,-0.009344557887746867,-0.024665135029693364
0.58,1,3,0.03,0.08,5,10000000.0,1567961.3386128645,-0.8432038661387136,-0.8593945562621361,-1.619682943220675,-0.8435640966947288,359,0.3854748603351955,179,-0.00844748756501089,-0.02030435639190209
0.6,1,3,0.03,0.08,5,10000000.0,1567961.3386128645,-0.8432038661387136,-0.8593945562621361,-1.619682943220675,-0.8435640966947288,359,0.3854748603351955,179,-0.00844748756501089,-0.02030435639190209
0.62,1,3,0.03,0.08,5,10000000.0,1567961.3386128645,-0.8432038661387136,-0.8593945562621361,-1.619682943220675,-0.8435640966947288,359,0.3854748603351955,179,-0.00844748756501089,-0.02030435639190209
0.65,1,5,0.03,0.08,5,10000000.0,1572581.3136389542,-0.8427418686361046,-0.8589558562998045,-1.6321129051504317,-0.8427418686361046,349,0.3793103448275862,174,-0.00867726891301587,-0.02088420728153695
0.7,1,5,0.03,0.08,5,10000000.0,4098365.0525481105,-0.590163494745189,-0.6111133539965257,-1.6801208383286674,-0.6005328073794016,96,0.3333333333333333,48,-0.0165141204620191,-0.02993842500047944
0.65,1,3,0.03,0.08,5,10000000.0,1475648.753270559,-0.8524351246729441,-0.8681440773513801,-1.6841923769154976,-0.8524351246729441,357,0.38202247191011235,178,-0.008833196976783211,-0.02088420728153695
0.7,1,2,0.03,0.0,5,10000000.0,3843192.2075700522,-0.6156807792429948,-0.6367026508500926,-1.766276083389254,-0.6156807792429948,96,0.3333333333333333,48,-0.017734035860777618,-0.027377854530633683
0.7,1,2,0.04,0.0,5,10000000.0,3661920.161619629,-0.633807983838037,-0.6548207447355227,-1.8751862586061483,-0.6387755691560497,92,0.2826086956521739,46,-0.019541017121578817,-0.02688526116448703
